ID,Reached.on.Time_Y.N
7380,0
7381,1
7382,1
7383,0
7384,0
7385,0
7386,0
7387,1
7388,1
7389,0
7390,0
7391,0
7392,1
7393,0
7394,0
7395,0
7396,1
7397,1
7398,0
7399,1
7400,1
7401,0
7402,0
7403,1
7404,1
7405,1
7406,1
7407,1
7408,0
7409,0
7410,1
7411,1
7412,0
7413,0
7414,1
7415,1
7416,0
7417,1
7418,1
7419,0
7420,0
7421,0
7422,1
7423,0
7424,1
7425,0
7426,0
7427,1
7428,1
7429,1
7430,1
7431,0
7432,1
7433,1
7434,1
7435,1
7436,0
7437,0
7438,0
7439,1
7440,0
7441,1
7442,1
7443,1
7444,1
7445,1
7446,0
7447,0
7448,0
7449,0
7450,1
7451,1
7452,1
7453,1
7454,1
7455,0
7456,1
7457,1
7458,1
7459,1
7460,0
7461,1
7462,1
7463,1
7464,0
7465,1
7466,1
7467,1
7468,0
7469,1
7470,0
7471,0
7472,1
7473,1
7474,1
7475,1
7476,1
7477,1
7478,0
7479,1
7480,1
7481,1
7482,0
7483,1
7484,0
7485,1
7486,0
7487,1
7488,1
7489,0
7490,0
7491,0
7492,0
7493,1
7494,0
7495,1
7496,0
7497,0
7498,1
7499,0
7500,0
7501,0
7502,1
7503,1
7504,1
7505,0
7506,0
7507,0
7508,1
7509,1
7510,0
7511,1
7512,1
7513,0
7514,1
7515,1
7516,0
7517,1
7518,0
7519,1
7520,1
7521,0
7522,0
7523,1
7524,0
7525,1
7526,0
7527,0
7528,0
7529,0
7530,0
7531,1
7532,1
7533,0
7534,1
7535,1
7536,1
7537,0
7538,0
7539,1
7540,0
7541,0
7542,0
7543,1
7544,1
7545,0
7546,1
7547,1
7548,1
7549,1
7550,0
7551,0
7552,1
7553,1
7554,1
7555,1
7556,0
7557,0
7558,0
7559,0
7560,1
7561,1
7562,1
7563,0
7564,0
7565,1
7566,1
7567,0
7568,0
7569,1
7570,1
7571,1
7572,1
7573,0
7574,1
7575,0
7576,1
7577,1
7578,1
7579,1
7580,1
7581,1
7582,1
7583,0
7584,1
7585,1
7586,0
7587,1
7588,1
7589,0
7590,1
7591,1
7592,1
7593,1
7594,1
7595,1
7596,0
7597,1
7598,1
7599,1
7600,0
7601,0
7602,1
7603,1
7604,1
7605,1
7606,0
7607,0
7608,1
7609,0
7610,0
7611,1
7612,1
7613,1
7614,0
7615,1
7616,1
7617,1
7618,1
7619,1
7620,0
7621,1
7622,0
7623,1
7624,0
7625,1
7626,0
7627,0
7628,1
7629,1
7630,0
7631,1
7632,0
7633,1
7634,1
7635,0
7636,1
7637,1
7638,1
7639,1
7640,0
7641,1
7642,0
7643,1
7644,1
7645,0
7646,1
7647,1
7648,1
7649,0
7650,1
7651,0
7652,1
7653,1
7654,1
7655,1
7656,1
7657,0
7658,1
7659,1
7660,0
7661,1
7662,1
7663,0
7664,1
7665,0
7666,0
7667,1
7668,1
7669,1
7670,0
7671,0
7672,1
7673,1
7674,1
7675,1
7676,0
7677,0
7678,0
7679,1
7680,1
7681,1
7682,1
7683,1
7684,1
7685,0
7686,0
7687,0
7688,1
7689,0
7690,1
7691,1
7692,1
7693,1
7694,1
7695,1
7696,0
7697,0
7698,1
7699,1
7700,0
7701,0
7702,1
7703,1
7704,1
7705,1
7706,1
7707,1
7708,0
7709,1
7710,1
7711,0
7712,1
7713,1
7714,1
7715,0
7716,1
7717,1
7718,1
7719,0
7720,1
7721,1
7722,0
7723,0
7724,1
7725,1
7726,1
7727,0
7728,1
7729,1
7730,1
7731,1
7732,1
7733,1
7734,1
7735,0
7736,1
7737,1
7738,1
7739,0
7740,0
7741,0
7742,0
7743,1
7744,1
7745,1
7746,0
7747,1
7748,1
7749,0
7750,1
7751,0
7752,1
7753,1
7754,1
7755,0
7756,1
7757,0
7758,1
7759,0
7760,0
7761,1
7762,1
7763,1
7764,1
7765,1
7766,0
7767,1
7768,1
7769,0
7770,0
7771,1
7772,1
7773,0
7774,1
7775,1
7776,1
7777,0
7778,1
7779,0
7780,0
7781,0
7782,1
7783,1
7784,1
7785,0
7786,1
7787,1
7788,0
7789,1
7790,1
7791,1
7792,0
7793,1
7794,0
7795,1
7796,1
7797,1
7798,1
7799,0
7800,1
7801,1
7802,1
7803,1
7804,1
7805,1
7806,1
7807,1
7808,1
7809,1
7810,1
7811,1
7812,1
7813,1
7814,1
7815,1
7816,0
7817,1
7818,0
7819,1
7820,1
7821,1
7822,1
7823,0
7824,0
7825,1
7826,1
7827,1
7828,1
7829,0
7830,1
7831,1
7832,1
7833,1
7834,1
7835,1
7836,1
7837,1
7838,1
7839,1
7840,1
7841,0
7842,1
7843,0
7844,1
7845,1
7846,0
7847,1
7848,1
7849,1
7850,1
7851,1
7852,1
7853,0
7854,1
7855,1
7856,1
7857,1
7858,1
7859,0
7860,0
7861,0
7862,1
7863,1
7864,1
7865,1
7866,0
7867,1
7868,0
7869,1
7870,0
7871,1
7872,0
7873,0
7874,0
7875,0
7876,1
7877,0
7878,1
7879,1
7880,1
7881,0
7882,1
7883,1
7884,1
7885,0
7886,1
7887,1
7888,1
7889,0
7890,0
7891,0
7892,0
7893,1
7894,1
7895,0
7896,0
7897,1
7898,0
7899,0
7900,1
7901,1
7902,1
7903,1
7904,0
7905,0
7906,1
7907,0
7908,0
7909,0
7910,1
7911,1
7912,0
7913,1
7914,0
7915,0
7916,0
7917,1
7918,1
7919,1
7920,1
7921,0
7922,0
7923,0
7924,0
7925,1
7926,1
7927,0
7928,1
7929,1
7930,0
7931,1
7932,1
7933,0
7934,0
7935,0
7936,1
7937,1
7938,0
7939,1
7940,0
7941,1
7942,1
7943,1
7944,1
7945,1
7946,1
7947,0
7948,1
7949,1
7950,1
7951,1
7952,1
7953,1
7954,1
7955,1
7956,0
7957,0
7958,1
7959,1
7960,1
7961,0
7962,0
7963,0
7964,1
7965,1
7966,1
7967,1
7968,0
7969,1
7970,0
7971,1
7972,1
7973,1
7974,0
7975,0
7976,1
7977,1
7978,1
7979,0
7980,0
7981,0
7982,0
7983,1
7984,1
7985,1
7986,0
7987,0
7988,0
7989,0
7990,1
7991,0
7992,1
7993,1
7994,0
7995,0
7996,0
7997,0
7998,0
7999,1
8000,1
8001,1
8002,1
8003,1
8004,0
8005,1
8006,0
8007,1
8008,0
8009,1
8010,0
8011,0
8012,1
8013,1
8014,0
8015,0
8016,0
8017,1
8018,1
8019,1
8020,1
8021,1
8022,0
8023,1
8024,1
8025,1
8026,1
8027,1
8028,1
8029,0
8030,1
8031,1
8032,1
8033,1
8034,0
8035,1
8036,0
8037,0
8038,0
8039,1
8040,1
8041,1
8042,1
8043,1
8044,1
8045,1
8046,1
8047,0
8048,0
8049,0
8050,1
8051,1
8052,0
8053,0
8054,1
8055,0
8056,0
8057,1
8058,1
8059,1
8060,0
8061,0
8062,1
8063,1
8064,1
8065,1
8066,0
8067,1
8068,1
8069,1
8070,1
8071,1
8072,0
8073,1
8074,0
8075,1
8076,1
8077,1
8078,0
8079,1
8080,0
8081,1
8082,0
8083,1
8084,0
8085,1
8086,0
8087,0
8088,1
8089,1
8090,0
8091,1
8092,1
8093,0
8094,1
8095,1
8096,1
8097,1
8098,1
8099,0
8100,0
8101,1
8102,0
8103,0
8104,1
8105,0
8106,1
8107,1
8108,1
8109,0
8110,1
8111,0
8112,0
8113,1
8114,0
8115,1
8116,1
8117,1
8118,0
8119,0
8120,1
8121,1
8122,0
8123,1
8124,1
8125,1
8126,0
8127,0
8128,1
8129,0
8130,0
8131,0
8132,1
8133,1
8134,1
8135,1
8136,1
8137,1
8138,1
8139,0
8140,1
8141,1
8142,0
8143,1
8144,1
8145,1
8146,1
8147,1
8148,1
8149,1
8150,1
8151,1
8152,1
8153,1
8154,1
8155,1
8156,1
8157,1
8158,1
8159,0
8160,0
8161,1
8162,1
8163,0
8164,1
8165,1
8166,1
8167,1
8168,0
8169,1
8170,0
8171,1
8172,1
8173,1
8174,1
8175,1
8176,1
8177,1
8178,1
8179,0
8180,0
8181,0
8182,1
8183,0
8184,0
8185,0
8186,0
8187,1
8188,0
8189,0
8190,1
8191,0
8192,1
8193,0
8194,1
8195,0
8196,0
8197,1
8198,1
8199,0
8200,0
8201,1
8202,1
8203,1
8204,1
8205,1
8206,1
8207,1
8208,0
8209,0
8210,1
8211,0
8212,1
8213,1
8214,1
8215,1
8216,1
8217,0
8218,1
8219,0
8220,0
8221,0
8222,1
8223,0
8224,1
8225,0
8226,0
8227,1
8228,1
8229,0
8230,1
8231,0
8232,1
8233,1
8234,0
8235,1
8236,1
8237,0
8238,1
8239,0
8240,0
8241,1
8242,1
8243,1
8244,0
8245,1
8246,0
8247,1
8248,0
8249,1
8250,0
8251,1
8252,1
8253,1
8254,0
8255,1
8256,1
8257,0
8258,0
8259,0
8260,1
8261,1
8262,0
8263,0
8264,0
8265,0
8266,1
8267,0
8268,0
8269,1
8270,1
8271,0
8272,0
8273,0
8274,1
8275,1
8276,1
8277,0
8278,0
8279,0
8280,1
8281,0
8282,0
8283,1
8284,1
8285,0
8286,1
8287,0
8288,0
8289,0
8290,0
8291,0
8292,0
8293,1
8294,1
8295,1
8296,0
8297,1
8298,1
8299,1
8300,0
8301,1
8302,1
8303,1
8304,1
8305,0
8306,1
8307,1
8308,1
8309,1
8310,1
8311,1
8312,0
8313,1
8314,1
8315,1
8316,0
8317,1
8318,1
8319,1
8320,1
8321,0
8322,1
8323,1
8324,1
8325,0
8326,1
8327,0
8328,1
8329,0
8330,1
8331,1
8332,1
8333,1
8334,1
8335,1
8336,0
8337,1
8338,1
8339,0
8340,0
8341,1
8342,0
8343,1
8344,1
8345,1
8346,1
8347,1
8348,1
8349,0
8350,1
8351,0
8352,0
8353,0
8354,1
8355,0
8356,1
8357,0
8358,1
8359,1
8360,1
8361,0
8362,0
8363,1
8364,0
8365,1
8366,1
8367,1
8368,1
8369,1
8370,1
8371,1
8372,1
8373,0
8374,0
8375,1
8376,1
8377,1
8378,0
8379,1
8380,0
8381,0
8382,1
8383,0
8384,1
8385,0
8386,0
8387,1
8388,1
8389,1
8390,0
8391,0
8392,0
8393,0
8394,1
8395,1
8396,0
8397,0
8398,0
8399,0
8400,1
8401,1
8402,0
8403,1
8404,1
8405,1
8406,0
8407,0
8408,1
8409,0
8410,0
8411,1
8412,1
8413,1
8414,1
8415,1
8416,1
8417,0
8418,0
8419,1
8420,1
8421,1
8422,1
8423,0
8424,1
8425,1
8426,1
8427,1
8428,1
8429,0
8430,1
8431,0
8432,1
8433,1
8434,0
8435,0
8436,1
8437,0
8438,1
8439,0
8440,1
8441,0
8442,0
8443,1
8444,1
8445,0
8446,1
8447,1
8448,1
8449,0
8450,0
8451,1
8452,1
8453,1
8454,1
8455,1
8456,0
8457,1
8458,1
8459,1
8460,1
8461,0
8462,1
8463,1
8464,0
8465,1
8466,0
8467,0
8468,1
8469,0
8470,1
8471,0
8472,1
8473,1
8474,0
8475,0
8476,0
8477,0
8478,0
8479,1
8480,1
8481,1
8482,0
8483,1
8484,0
8485,1
8486,1
8487,0
8488,1
8489,1
8490,0
8491,0
8492,1
8493,1
8494,0
8495,0
8496,1
8497,0
8498,1
8499,0
8500,0
8501,0
8502,1
8503,0
8504,1
8505,1
8506,1
8507,0
8508,0
8509,0
8510,1
8511,1
8512,0
8513,0
8514,1
8515,0
8516,1
8517,1
8518,0
8519,1
8520,0
8521,0
8522,1
8523,1
8524,0
8525,1
8526,1
8527,0
8528,1
8529,1
8530,1
8531,0
8532,1
8533,1
8534,1
8535,1
8536,1
8537,1
8538,0
8539,1
8540,0
8541,1
8542,1
8543,1
8544,0
8545,0
8546,0
8547,1
8548,1
8549,0
8550,1
8551,1
8552,1
8553,0
8554,0
8555,0
8556,1
8557,1
8558,0
8559,0
8560,1
8561,1
8562,1
8563,0
8564,0
8565,0
8566,0
8567,1
8568,1
8569,1
8570,1
8571,0
8572,1
8573,1
8574,1
8575,1
8576,1
8577,1
8578,1
8579,1
8580,1
8581,0
8582,1
8583,1
8584,0
8585,1
8586,1
8587,0
8588,1
8589,0
8590,0
8591,1
8592,0
8593,1
8594,0
8595,0
8596,1
8597,0
8598,1
8599,1
8600,1
8601,0
8602,0
8603,0
8604,0
8605,0
8606,0
8607,1
8608,1
8609,1
8610,0
8611,0
8612,0
8613,1
8614,0
8615,1
8616,1
8617,1
8618,1
8619,1
8620,0
8621,1
8622,0
8623,1
8624,1
8625,0
8626,0
8627,1
8628,0
8629,0
8630,0
8631,0
8632,0
8633,1
8634,1
8635,1
8636,0
8637,0
8638,1
8639,1
8640,1
8641,1
8642,1
8643,1
8644,1
8645,1
8646,1
8647,1
8648,1
8649,1
8650,1
8651,0
8652,1
8653,1
8654,1
8655,1
8656,1
8657,0
8658,1
8659,0
8660,0
8661,0
8662,0
8663,0
8664,0
8665,0
8666,1
8667,1
8668,0
8669,1
8670,0
8671,1
8672,1
8673,1
8674,1
8675,0
8676,1
8677,1
8678,1
8679,0
8680,0
8681,0
8682,0
8683,0
8684,1
8685,0
8686,1
8687,0
8688,1
8689,0
8690,0
8691,0
8692,0
8693,1
8694,1
8695,0
8696,1
8697,1
8698,1
8699,0
8700,1
8701,1
8702,0
8703,0
8704,0
8705,0
8706,1
8707,0
8708,1
8709,0
8710,0
8711,1
8712,1
8713,1
8714,1
8715,1
8716,0
8717,1
8718,1
8719,0
8720,1
8721,0
8722,1
8723,1
8724,0
8725,1
8726,0
8727,1
8728,1
8729,0
8730,0
8731,1
8732,0
8733,1
8734,1
8735,1
8736,1
8737,1
8738,1
8739,0
8740,0
8741,1
8742,1
8743,1
8744,1
8745,1
8746,1
8747,1
8748,0
8749,0
8750,1
8751,1
8752,0
8753,1
8754,0
8755,1
8756,1
8757,1
8758,0
8759,0
8760,0
8761,0
8762,1
8763,0
8764,1
8765,1
8766,0
8767,1
8768,1
8769,0
8770,0
8771,0
8772,1
8773,1
8774,1
8775,0
8776,1
8777,1
8778,1
8779,1
8780,1
8781,1
8782,1
8783,1
8784,1
8785,1
8786,0
8787,1
8788,0
8789,0
8790,0
8791,1
8792,1
8793,1
8794,1
8795,0
8796,0
8797,1
8798,0
8799,1
8800,1
8801,0
8802,0
8803,0
8804,1
8805,0
8806,1
8807,0
8808,1
8809,1
8810,0
8811,0
8812,0
8813,1
8814,1
8815,0
8816,0
8817,0
8818,1
8819,1
8820,0
8821,1
8822,0
8823,0
8824,1
8825,1
8826,1
8827,1
8828,0
8829,0
8830,0
8831,1
8832,0
8833,1
8834,1
8835,1
8836,0
8837,1
8838,0
8839,1
8840,1
8841,0
8842,1
8843,0
8844,1
8845,1
8846,1
8847,1
8848,1
8849,0
8850,1
8851,0
8852,1
8853,1
8854,1
8855,1
8856,0
8857,0
8858,1
8859,0
8860,1
8861,0
8862,1
8863,1
8864,1
8865,1
8866,1
8867,1
8868,1
8869,0
8870,1
8871,0
8872,0
8873,0
8874,0
8875,1
8876,0
8877,1
8878,1
8879,0
8880,0
8881,1
8882,1
8883,1
8884,1
8885,0
8886,1
8887,0
8888,1
8889,1
8890,1
8891,1
8892,1
8893,0
8894,1
8895,1
8896,0
8897,1
8898,1
8899,1
8900,0
8901,1
8902,0
8903,1
8904,0
8905,1
8906,1
8907,0
8908,1
8909,0
8910,0
8911,0
8912,0
8913,1
8914,1
8915,1
8916,1
8917,1
8918,0
8919,1
8920,0
8921,1
8922,1
8923,1
8924,1
8925,0
8926,1
8927,1
8928,0
8929,1
8930,1
8931,1
8932,1
8933,1
8934,0
8935,1
8936,1
8937,0
8938,0
8939,0
8940,0
8941,0
8942,1
8943,1
8944,0
8945,1
8946,1
8947,1
8948,1
8949,0
8950,1
8951,1
8952,0
8953,1
8954,1
8955,0
8956,1
8957,1
8958,1
8959,0
8960,1
8961,1
8962,0
8963,1
8964,1
8965,0
8966,0
8967,0
8968,1
8969,1
8970,1
8971,0
8972,1
8973,0
8974,0
8975,1
8976,1
8977,1
8978,1
8979,1
8980,1
8981,1
8982,1
8983,1
8984,0
8985,0
8986,1
8987,1
8988,0
8989,1
8990,1
8991,1
8992,0
8993,1
8994,1
8995,0
8996,1
8997,0
8998,0
8999,1
9000,1
9001,0
9002,1
9003,1
9004,0
9005,1
9006,0
9007,1
9008,1
9009,1
9010,1
9011,0
9012,0
9013,0
9014,1
9015,1
9016,1
9017,0
9018,0
9019,1
9020,1
9021,1
9022,0
9023,0
9024,1
9025,0
9026,1
9027,1
9028,0
9029,1
9030,0
9031,0
9032,1
9033,1
9034,1
9035,1
9036,0
9037,1
9038,0
9039,0
9040,1
9041,1
9042,1
9043,0
9044,1
9045,1
9046,1
9047,1
9048,1
9049,1
9050,0
9051,0
9052,1
9053,1
9054,1
9055,0
9056,1
9057,1
9058,1
9059,1
9060,0
9061,1
9062,1
9063,0
9064,1
9065,0
9066,1
9067,1
9068,1
9069,1
9070,1
9071,1
9072,1
9073,1
9074,0
9075,1
9076,0
9077,1
9078,0
9079,1
9080,1
9081,1
9082,1
9083,0
9084,0
9085,1
9086,1
9087,1
9088,1
9089,1
9090,1
9091,0
9092,0
9093,1
9094,1
9095,0
9096,1
9097,0
9098,1
9099,0
9100,0
9101,0
9102,0
9103,0
9104,1
9105,1
9106,0
9107,1
9108,0
9109,1
9110,1
9111,0
9112,1
9113,1
9114,1
9115,1
9116,1
9117,1
9118,1
9119,1
9120,0
9121,1
9122,1
9123,1
9124,0
9125,1
9126,0
9127,1
9128,1
9129,0
9130,1
9131,1
9132,0
9133,0
9134,1
9135,0
9136,0
9137,1
9138,1
9139,0
9140,1
9141,1
9142,1
9143,0
9144,1
9145,0
9146,1
9147,0
9148,1
9149,0
9150,1
9151,1
9152,1
9153,1
9154,0
9155,0
9156,1
9157,1
9158,1
9159,0
9160,1
9161,1
9162,0
9163,0
9164,0
9165,1
9166,1
9167,1
9168,0
9169,0
9170,1
9171,1
9172,1
9173,0
9174,1
9175,0
9176,1
9177,1
9178,1
9179,1
9180,1
9181,1
9182,1
9183,0
9184,0
9185,0
9186,1
9187,1
9188,1
9189,0
9190,1
9191,1
9192,1
9193,1
9194,0
9195,0
9196,1
9197,0
9198,0
9199,1
9200,1
9201,0
9202,1
9203,1
9204,0
9205,1
9206,0
9207,0
9208,0
9209,1
9210,0
9211,1
9212,0
9213,1
9214,1
9215,0
9216,0
9217,0
9218,1
9219,1
9220,0
9221,0
9222,0
9223,1
9224,1
9225,0
9226,1
9227,0
9228,1
9229,1
9230,0
9231,1
9232,1
9233,0
9234,1
9235,1
9236,1
9237,0
9238,0
9239,1
9240,1
9241,0
9242,1
9243,1
9244,0
9245,0
9246,1
9247,0
9248,1
9249,1
9250,1
9251,1
9252,1
9253,0
9254,1
9255,1
9256,1
9257,1
9258,1
9259,1
9260,1
9261,0
9262,1
9263,1
9264,1
9265,1
9266,1
9267,0
9268,1
9269,1
9270,0
9271,1
9272,1
9273,0
9274,1
9275,0
9276,0
9277,1
9278,0
9279,1
9280,1
9281,1
9282,0
9283,1
9284,1
9285,1
9286,1
9287,1
9288,0
9289,1
9290,0
9291,0
9292,1
9293,1
9294,1
9295,1
9296,1
9297,1
9298,1
9299,1
9300,1
9301,0
9302,0
9303,1
9304,0
9305,1
9306,1
9307,0
9308,0
9309,1
9310,1
9311,1
9312,0
9313,1
9314,0
9315,1
9316,1
9317,1
9318,0
9319,1
9320,1
9321,1
9322,1
9323,1
9324,1
9325,0
9326,0
9327,0
9328,0
9329,1
9330,0
9331,1
9332,1
9333,1
9334,0
9335,1
9336,1
9337,0
9338,1
9339,1
9340,1
9341,1
9342,1
9343,0
9344,1
9345,0
9346,0
9347,0
9348,1
9349,0
9350,0
9351,0
9352,0
9353,0
9354,1
9355,0
9356,1
9357,0
9358,0
9359,0
9360,0
9361,0
9362,0
9363,1
9364,0
9365,0
9366,0
9367,1
9368,1
9369,0
9370,1
9371,1
9372,0
9373,1
9374,1
9375,0
9376,1
9377,0
9378,1
9379,1
9380,1
9381,1
9382,0
9383,1
9384,1
9385,1
9386,0
9387,1
9388,1
9389,0
9390,0
9391,1
9392,0
9393,1
9394,1
9395,0
9396,0
9397,1
9398,0
9399,1
9400,1
9401,1
9402,1
9403,0
9404,0
9405,0
9406,0
9407,1
9408,1
9409,0
9410,0
9411,0
9412,1
9413,1
9414,1
9415,0
9416,1
9417,0
9418,0
9419,1
9420,1
9421,0
9422,1
9423,1
9424,1
9425,0
9426,1
9427,0
9428,0
9429,1
9430,1
9431,0
9432,1
9433,1
9434,1
9435,1
9436,0
9437,0
9438,1
9439,0
9440,1
9441,0
9442,0
9443,1
9444,1
9445,1
9446,1
9447,1
9448,0
9449,1
9450,1
9451,1
9452,0
9453,1
9454,0
9455,1
9456,1
9457,0
9458,0
9459,0
9460,1
9461,1
9462,1
9463,1
9464,1
9465,1
9466,0
9467,0
9468,1
9469,0
9470,1
9471,1
9472,1
9473,0
9474,1
9475,1
9476,1
9477,1
9478,1
9479,1
9480,1
9481,1
9482,1
9483,0
9484,0
9485,1
9486,1
9487,0
9488,1
9489,1
9490,1
9491,1
9492,1
9493,0
9494,1
9495,0
9496,0
9497,1
9498,1
9499,0
9500,1
9501,0
9502,0
9503,1
9504,0
9505,1
9506,1
9507,1
9508,1
9509,0
9510,1
9511,1
9512,1
9513,1
9514,1
9515,1
9516,0
9517,1
9518,0
9519,1
9520,1
9521,0
9522,0
9523,1
9524,1
9525,1
9526,1
9527,1
9528,1
9529,1
9530,1
9531,1
9532,1
9533,0
9534,0
9535,1
9536,0
9537,1
9538,1
9539,1
9540,1
9541,0
9542,0
9543,0
9544,1
9545,1
9546,0
9547,1
9548,0
9549,1
9550,0
9551,1
9552,1
9553,0
9554,1
9555,0
9556,1
9557,0
9558,0
9559,0
9560,1
9561,0
9562,0
9563,1
9564,1
9565,1
9566,0
9567,0
9568,1
9569,1
9570,1
9571,0
9572,0
9573,1
9574,0
9575,0
9576,1
9577,0
9578,1
9579,1
9580,1
9581,1
9582,0
9583,0
9584,1
9585,1
9586,0
9587,0
9588,0
9589,0
9590,1
9591,0
9592,0
9593,1
9594,1
9595,1
9596,1
9597,0
9598,1
9599,1
9600,0
9601,0
9602,1
9603,0
9604,1
9605,1
9606,1
9607,0
9608,1
9609,0
9610,0
9611,1
9612,1
9613,1
9614,1
9615,1
9616,1
9617,0
9618,0
9619,1
9620,1
9621,0
9622,0
9623,1
9624,0
9625,0
9626,1
9627,0
9628,0
9629,1
9630,1
9631,1
9632,1
9633,1
9634,1
9635,1
9636,1
9637,0
9638,0
9639,1
9640,1
9641,1
9642,1
9643,0
9644,1
9645,1
9646,0
9647,0
9648,0
9649,1
9650,1
9651,0
9652,1
9653,0
9654,1
9655,0
9656,0
9657,0
9658,0
9659,1
9660,1
9661,0
9662,1
9663,1
9664,0
9665,1
9666,1
9667,0
9668,0
9669,1
9670,1
9671,0
9672,0
9673,1
9674,1
9675,0
9676,1
9677,1
9678,1
9679,1
9680,0
9681,0
9682,1
9683,1
9684,0
9685,1
9686,0
9687,1
9688,1
9689,0
9690,1
9691,1
9692,1
9693,1
9694,0
9695,1
9696,0
9697,1
9698,1
9699,1
9700,1
9701,0
9702,1
9703,1
9704,0
9705,0
9706,0
9707,0
9708,0
9709,1
9710,1
9711,1
9712,1
9713,0
9714,1
9715,0
9716,1
9717,1
9718,1
9719,1
9720,1
9721,1
9722,0
9723,0
9724,0
9725,1
9726,1
9727,1
9728,1
9729,1
9730,0
9731,0
9732,1
9733,0
9734,0
9735,1
9736,0
9737,0
9738,0
9739,0
9740,1
9741,1
9742,0
9743,1
9744,0
9745,1
9746,1
9747,1
9748,1
9749,0
9750,0
9751,1
9752,0
9753,1
9754,1
9755,1
9756,1
9757,0
9758,0
9759,1
9760,0
9761,0
9762,1
9763,0
9764,1
9765,0
9766,1
9767,0
9768,0
9769,1
9770,1
9771,1
9772,0
9773,0
9774,1
9775,1
9776,0
9777,0
9778,1
9779,1
9780,1
9781,0
9782,1
9783,0
9784,0
9785,0
9786,1
9787,1
9788,0
9789,0
9790,0
9791,0
9792,1
